Cluster Name,Gaia DR3 Name,Membership Probability,Right Ascension (deg),Declination (deg),parallax (milli-arcseconds),GAIA g apparent mag,GAIA colour bp - rp,,,,,
NGC_2477,5538491513673780000,0.5787357,117.9210788,-38.68,0.7395,16.945293,1.438607,,,,,
NGC_2477,5538866588882350000,0.57857984,118.0862823,-38.54,0.6917,13.281138,0.732747,,,,,
NGC_2477,5538865072751920000,0.57849949,118.1067327,-38.61,0.7825,18.874306,2.024196,,,,,
NGC_2477,5538868233848010000,0.57847844,118.1393046,-38.49,0.6647,17.54,1.674154,,,,,
NGC_2477,5538871536684610000,0.57842685,118.0932091,-38.45,0.6443,16.674213,1.33947,,,,,
NGC_2477,5538494575996170000,0.57818404,117.9074352,-38.55,0.6767,14.566856,0.947189,,,,,
NGC_2477,5538491788551740000,0.57802822,117.9016278,-38.66,0.7012,14.57042,0.985415,,,,,
NGC_2477,5538490895202870000,0.5779426,117.8754414,-38.74,0.6442,18.93517,2.027948,,,,,
NGC_2477,5538115107045870000,0.57789044,118.2851999,-38.63,0.7258,17.456152,1.64874,,,,,
NGC_2477,5538868268207790000,0.57784082,118.1531103,-38.47,0.7231,16.363058,1.275227,,,,,
NGC_2477,5538492956782820000,0.57762834,117.9463447,-38.67,0.7097,17.768356,1.608637,,,,,
NGC_2477,5538490177949650000,0.5769679,117.9890452,-38.64,0.7345,16.488047,1.217521,,,,,
NGC_2477,5538872464393210000,0.57684534,118.1179379,-38.4,0.7379,18.351448,1.854797,,,,,
NGC_2477,5537732270840620000,0.57675096,118.2427605,-38.93,0.6937,13.393286,0.9337195,,,,,
NGC_2477,5538099026688240000,0.57659931,118.5053834,-38.72,0.6764,16.138002,1.351816,,,,,
NGC_2477,5538872670555960000,0.57640003,118.0621453,-38.38,0.7523,16.315514,1.327519,,,,,
NGC_2477,5538493781416760000,0.57630855,117.9729416,-38.6,0.6313,19.176682,2.166502,,,,,
NGC_2477,5538489628193710000,0.57617697,118.0777394,-38.65,0.7308,17.236568,1.40983,,,,,
NGC_2477,5538882493139520000,0.57604193,117.9412848,-38.45,0.6755,14.788972,1.029273,,,,,
NGC_2477,5538488253804130000,0.5755602,117.9652721,-38.71,0.676,15.732406,1.35301,,,,,
NGC_2477,5538113595217400000,0.57550502,118.2495047,-38.65,0.6896,15.361305,1.3932635,,,,,
NGC_2477,5538507284794400000,0.57533689,117.8249996,-38.51,0.7378,16.270285,1.208231,,,,,
NGC_2477,5538869848755710000,0.57529492,118.0769784,-38.49,0.6219,17.26042,1.415995,,,,,
NGC_2477,5538503887484750000,0.5752949,117.5776776,-38.51,0.7014,16.670208,1.310025,,,,,
NGC_2477,5538493820081900000,0.57522335,117.9823313,-38.58,0.6243,16.843077,1.283077,,,,,
NGC_2477,5538123353382970000,0.57511443,118.363437,-38.42,0.7052,15.708058,1.175187,,,,,
NGC_2477,5538493953215660000,0.57498954,118.0051799,-38.56,0.7062,17.773592,1.674456,,,,,
NGC_2477,5538506258306880000,0.57482704,117.8629562,-38.56,0.6477,17.511862,1.469588,,,,,
NGC_2477,5538494713430960000,0.57438777,117.9491277,-38.56,0.7644,18.044361,1.573654,,,,,
NGC_2477,5538498527365670000,0.57415438,117.6304877,-38.7,0.6593,15.015242,1.118453,,,,,
NGC_2477,5538104936563220000,0.57409033,118.5170635,-38.69,0.6873,14.4283495,1.17286,,,,,
NGC_2477,5538874903938840000,0.57394245,118.2583415,-38.39,0.7476,16.548113,1.406992,,,,,
NGC_2477,5538487119932840000,0.57392742,118.01147,-38.78,0.644,15.641931,1.291746,,,,,
NGC_2477,5538883936248770000,0.57385361,117.9443184,-38.37,0.7395,17.642414,1.573521,,,,,
NGC_2477,5538112800638390000,0.57370965,118.1929985,-38.74,0.6513,17.832165,1.731937,,,,,
NGC_2477,5538872803693560000,0.57355669,118.0767384,-38.36,0.6988,18.928783,2.009376,,,,,
NGC_2477,5538109536463150000,0.57340135,118.2447658,-38.77,0.698,18.085165,1.751646,,,,,
NGC_2477,5538869372021220000,0.57324571,118.0161638,-38.52,0.629,15.914998,1.109764,,,,,
NGC_2477,5538486394076580000,0.57322973,117.9630085,-38.85,0.6751,17.037657,1.369402,,,,,
NGC_2477,5537733713949560000,0.57305263,118.174718,-38.84,0.6961,14.100673,0.932461,,,,,
NGC_2477,5538096548486470000,0.57305263,118.3506284,-38.83,0.7041,16.873955,1.478644,,,,,
NGC_2477,5538485711183360000,0.57284885,117.7359718,-38.76,0.6805,17.66625,1.569736,,,,,
NGC_2477,5538883833169480000,0.57269025,117.9454711,-38.39,0.7513,17.076077,1.434313,,,,,
NGC_2477,5538116236612640000,0.57233949,118.2553101,-38.58,0.768,18.362629,1.836627,,,,,
NGC_2477,5538494094959550000,0.57223732,117.9143712,-38.6,0.6903,15.510575,1.065037,,,,,
NGC_2477,5538124968290640000,0.5719749,118.4056183,-38.4,0.6877,13.885933,0.912627,,,,,
NGC_2477,5538864973974690000,0.5719003,118.1004742,-38.62,0.6768,15.344564,1.057313,,,,,
NGC_2477,5538109639542370000,0.57180851,118.2563142,-38.77,0.7205,15.800978,1.324671,,,,,
NGC_2477,5537732270840610000,0.57159951,118.2416798,-38.92,0.6798,16.791122,1.402935,,,,,
NGC_2477,5538508968421560000,0.57148245,117.7083215,-38.51,0.7095,16.38448,1.412129,,,,,
NGC_2477,5538113870095330000,0.5714553,118.1932633,-38.67,0.6451,14.750573,1.038642,,,,,
NGC_2477,5537736978125220000,0.57142374,118.115426,-38.8,0.7225,18.025099,1.663637,,,,,
NGC_2477,5538488872279470000,0.57130235,118.0281998,-38.72,0.6265,16.70957,1.404313,,,,,
NGC_2477,5538507701416250000,0.57105687,117.8257698,-38.48,0.6533,13.275645,0.80681,,,,,
NGC_2477,5538488734840620000,0.57105389,118.0767309,-38.73,0.7119,16.504614,1.331178,,,,,
NGC_2477,5538889403748290000,0.57095718,117.9847489,-38.24,0.6986,14.945206,1.083034,,,,,
NGC_2477,5538114213692700000,0.57059407,118.2244505,-38.65,0.6779,13.026279,0.985929,,,,,
NGC_2477,5538503612606860000,0.57016525,117.6034022,-38.54,0.6815,15.174029,1.084796,,,,,
NGC_2477,5538508006349210000,0.57011006,117.8704864,-38.45,0.7424,17.661213,1.80559,,,,,
NGC_2477,5538492308253130000,0.56999884,117.8309342,-38.66,0.6438,16.533062,1.283901,,,,,
NGC_2477,5538886066559730000,0.56972491,118.0408795,-38.28,0.725,17.330317,1.732322,,,,,
NGC_2477,5538867482230960000,0.56953635,118.2750868,-38.5,0.7484,16.977125,1.377413,,,,,
NGC_2477,5538110154938620000,0.5694378,118.2756683,-38.71,0.6534,16.606798,1.40377,,,,,
NGC_2477,5538490418469750000,0.56914096,118.0455779,-38.63,0.6471,16.839634,1.49833,,,,,
NGC_2477,5538491616752970000,0.56891522,117.8862437,-38.68,0.6527,17.877102,1.640817,,,,,
NGC_2477,5538886311371840000,0.56888174,118.0119134,-38.27,0.699,16.112616,1.294658,,,,,
NGC_2477,5538111774151250000,0.56882692,118.3116727,-38.67,0.6598,14.065658,1.121408,,,,,
NGC_2477,5538506258306870000,0.56824167,117.8631422,-38.55,0.7512,17.190163,1.371441,,,,,
NGC_2477,5538868955402720000,0.56820959,118.2158412,-38.41,0.6557,16.36529,1.368339,,,,,
NGC_2477,5538487119927190000,0.56802512,118.0055961,-38.79,0.7432,18.198503,2.001097,,,,,
NGC_2477,5538114557290090000,0.56796829,118.1949236,-38.62,0.6798,15.516695,1.1215745,,,,,
NGC_2477,5538869161563980000,0.56794389,118.0804299,-38.54,0.6399,17.85109,1.607374,,,,,
NGC_2477,5538878060733530000,0.567811,118.194803,-38.36,0.6528,18.065723,1.942888,,,,,
NGC_2477,5538494850874020000,0.56756434,117.9726072,-38.52,0.6243,17.710978,1.827558,,,,,
NGC_2477,5538487527948230000,0.56744709,117.8971449,-38.79,0.7332,16.893976,1.354302,,,,,
NGC_2477,5537738489953090000,0.56728501,118.0955206,-38.73,0.744,18.104494,1.766463,,,,,
NGC_2477,5538888098078290000,0.5670078,117.8152421,-38.28,0.6971,16.122591,1.179511,,,,,
NGC_2477,5538871090008030000,0.56694301,118.0445116,-38.41,0.7623,16.840187,1.371876,,,,,
NGC_2477,5538122975425850000,0.56678538,118.3881896,-38.48,0.7062,14.887415,1.202814,,,,,
NGC_2477,5538864626072130000,0.56623246,118.1333945,-38.66,0.7308,12.2675295,1.452825,,,,,
NGC_2477,5537736187850640000,0.56615344,118.0589751,-38.81,0.6551,16.15017,1.459375,,,,,
NGC_2477,5538882325640170000,0.5659087,117.9755375,-38.46,0.777,19.381977,2.295147,,,,,
NGC_2477,5538866210925240000,0.56553274,118.0786738,-38.55,0.6915,13.3048525,0.8059125,,,,,
NGC_2477,5538504501655060000,0.56552387,117.8122256,-38.62,0.747,17.583735,1.495081,,,,,
NGC_2477,5538488288163870000,0.56538747,117.935141,-38.74,0.6707,15.898977,1.2298,,,,,
NGC_2477,5538869509456230000,0.56491713,118.0444318,-38.51,0.6173,17.96616,1.66957,,,,,
NGC_2477,5538508285531760000,0.56486139,117.8507275,-38.41,0.7498,17.68919,1.578924,,,,,
NGC_2477,5537719042341440000,0.56471858,118.3237191,-39.04,0.6799,13.234012,1.004507,,,,,
NGC_2477,5537718831879540000,0.56458983,118.204624,-39,0.6813,19.887934,1.784731,,,,,
NGC_2477,5538489898766110000,0.56393142,118.0107517,-38.66,0.6562,17.4794,1.602793,,,,,
NGC_2477,5538872288297290000,0.56391408,118.0814064,-38.42,0.7049,17.897291,1.620998,,,,,
NGC_2477,5538869883115450000,0.56355568,118.0514928,-38.49,0.6439,18.435965,1.825233,,,,,
NGC_2477,5538871429303820000,0.5633088,118.1395725,-38.43,0.7085,15.965412,1.273404,,,,,
NGC_2477,5538491444953680000,0.56323062,117.9248393,-38.69,0.7519,12.150342,1.63565,,,,,
NGC_2477,5538494640410380000,0.5630803,117.9614807,-38.57,0.5992,18.025969,1.63278,,,,,
NGC_2477,5538866515861000000,0.56302105,118.1011969,-38.55,0.6622,16.53164,1.236721,,,,,
NGC_2477,5538884833903320000,0.56290647,118.0491608,-38.32,0.6997,15.9160595,1.234485,,,,,
NGC_2477,5538869097146090000,0.5624108,118.0364348,-38.54,0.7341,12.966005,0.726577,,,,,
NGC_2477,5538888132438020000,0.56207661,117.8309911,-38.27,0.7083,15.652455,1.114018,,,,,
NGC_2477,5538489147157410000,0.56188926,118.0903267,-38.7,0.6684,16.879168,1.41037,,,,,
NGC_2477,5538886483170510000,0.56182918,118.0492322,-38.22,0.7039,14.668541,1.260201,,,,,
NGC_2477,5537733434771680000,0.56170204,118.1859104,-38.86,0.7089,17.48686,1.531714,,,,,
NGC_2477,5538558966147150000,0.56132996,117.6992346,-38.37,0.6878,16.584105,1.189068,,,,,
NGC_2477,5538865386291430000,0.56124758,118.1923077,-38.58,0.7006,15.633972,1.141262,,,,,
NGC_2477,5538878232532320000,0.56119234,118.2191762,-38.33,0.6568,16.725334,1.407412,,,,,
NGC_2477,5538504746478380000,0.5611231,117.8401895,-38.57,0.729,12.442691,0.904155,,,,,
NGC_2477,5538104038905150000,0.56090783,118.5565635,-38.72,0.6898,15.402038,1.1302695,,,,,
NGC_2477,5538118783537740000,0.56072773,118.4875672,-38.54,0.6865,13.792877,1.236496,,,,,
NGC_2477,5538866932479610000,0.56070507,118.2388044,-38.56,0.7442,16.122316,1.1924735,,,,,
NGC_2477,5538874525981720000,0.56070507,118.2773993,-38.42,0.7249,15.992467,1.285922,,,,,
NGC_2477,5538493918860910000,0.56027388,117.9976865,-38.58,0.7048,18.224056,1.699987,,,,,
NGC_2477,5538498149408600000,0.56003918,117.7423237,-38.67,0.6878,15.784705,1.207893,,,,,
NGC_2477,5538120638963570000,0.55995502,118.5184081,-38.48,0.6804,14.309663,0.995899,,,,,
NGC_2477,5538123422102420000,0.55995502,118.3968376,-38.42,0.6648,15.026486,1.081574,,,,,
NGC_2477,5538493717002670000,0.55983786,117.9960969,-38.59,0.7091,15.664892,1.052025,,,,,
NGC_2477,5538510720768620000,0.55941742,117.8060048,-38.44,0.7407,20.18975,2.133679,,,,,
NGC_2477,5538124624693250000,0.55940402,118.4388613,-38.43,0.6834,15.933656,1.260823,,,,,
NGC_2477,5538492303947810000,0.55937325,117.8323111,-38.66,0.6246,17.880444,1.622054,,,,,
NGC_2477,5538493339045610000,0.55928452,117.9279266,-38.62,0.6907,16.607794,1.268223,,,,,
NGC_2477,5538096312268660000,0.55897227,118.3265155,-38.89,0.6632,16.165577,1.310412,,,,,
NGC_2477,5537719866975130000,0.55891128,118.3369788,-38.96,0.6924,15.512163,1.166064,,,,,
NGC_2477,5538511614122180000,0.55884497,117.8172438,-38.36,0.6918,16.779701,1.293248,,,,,
NGC_2477,5538122906706400000,0.55845676,118.3368081,-38.47,0.6946,14.91995,1.087613,,,,,
NGC_2477,5538871158727500000,0.55811139,118.0443839,-38.41,0.7441,13.970447,0.921978,,,,,
NGC_2477,5538868272509440000,0.55799095,118.1459666,-38.48,0.7245,16.606728,1.308121,,,,,
NGC_2477,5538886616308380000,0.55783323,117.8738184,-38.36,0.7473,18.328884,1.81839,,,,,
NGC_2477,5538865283212220000,0.55772387,118.1955677,-38.59,0.7539,15.847786,1.171189,,,,,
NGC_2477,5538559477235610000,0.55767297,117.7328208,-38.34,0.6838,12.352787,0.603721,,,,,
NGC_2477,5538870540248450000,0.55749699,118.0017736,-38.47,0.623,16.33141,1.284312,,,,,
NGC_2477,5538884799543600000,0.55745199,118.0383566,-38.34,0.6509,16.141201,1.30393,,,,,
NGC_2477,5538890400180720000,0.55743691,117.9002238,-38.17,0.712,17.110723,1.425669,,,,,
NGC_2477,5538882321343790000,0.55742111,117.9718308,-38.45,0.7574,17.050339,1.509344,,,,,
NGC_2477,5538873048513010000,0.55734115,118.1411144,-38.34,0.7113,14.964178,1.250362,,,,,
NGC_2477,5537720416730900000,0.55726752,118.2545578,-38.96,0.6827,15.106014,1.16437,,,,,
NGC_2477,5538869578179560000,0.5572163,118.0917996,-38.51,0.6402,16.877037,1.319438,,,,,
NGC_2477,5538487016853610000,0.55719152,117.9832535,-38.79,0.6647,16.4502,1.375416,,,,,
NGC_2477,5538494399892110000,0.55714601,117.8748128,-38.59,0.7561,18.520416,1.777485,,,,,
NGC_2477,5538494198039120000,0.55693659,117.9223294,-38.59,0.68,14.172918,0.872341,,,,,
NGC_2477,5538490933863680000,0.55681529,117.8926509,-38.74,0.6861,14.2359495,1.116353,,,,,
NGC_2477,5537737252992050000,0.55679195,118.1804014,-38.79,0.659,20.001242,2.474496,,,,,
NGC_2477,5538506808063020000,0.55666993,117.8987795,-38.51,0.671,13.263483,0.862237,,,,,
NGC_2477,5538868616106740000,0.55652948,118.2508082,-38.45,0.7033,16.879887,1.581394,,,,,
NGC_2477,5538884176766980000,0.55649296,117.9157663,-38.36,0.676,16.014332,1.232695,,,,,
NGC_2477,5538510999951170000,0.5560496,117.7901278,-38.42,0.6789,13.6976595,0.826996,,,,,
NGC_2477,5537735363217520000,0.55589817,118.0784196,-38.84,0.7076,15.859529,1.256774,,,,,
NGC_2477,5538111769847090000,0.55581074,118.3167313,-38.68,0.6768,19.705593,2.309634,,,,,
NGC_2477,5538887784540190000,0.55541088,117.8168708,-38.31,0.6582,19.905144,2.354012,,,,,
NGC_2477,5538866245284960000,0.55540783,118.123382,-38.58,0.7463,15.774075,1.191267,,,,,
NGC_2477,5538506808063010000,0.55528841,117.9036342,-38.5,0.6734,17.67132,1.550006,,,,,
NGC_2477,5538870639029730000,0.55496384,118.0377467,-38.47,0.7555,17.241516,1.398348,,,,,
NGC_2477,5538936098634650000,0.55483234,117.7445754,-38.22,0.6728,14.502447,0.920668,,,,,
NGC_2477,5538494782154550000,0.55471319,117.9869358,-38.54,0.7481,17.805227,1.578999,,,,,
NGC_2477,5537737592296990000,0.55444695,118.0897273,-38.82,0.6473,16.085468,1.2738,,,,,
NGC_2477,5538499077121950000,0.55414478,117.6742226,-38.67,0.6535,16.53142,1.322478,,,,,
NGC_2477,5538558618244380000,0.55383015,117.6304545,-38.34,0.7257,18.501234,1.787831,,,,,
NGC_2477,5538868994064110000,0.55378508,118.0330988,-38.58,0.7545,12.072042,1.411575,,,,,
NGC_2477,5538115897319870000,0.55352208,118.2495196,-38.61,0.6694,17.501097,1.613819,,,,,
NGC_2477,5538511133085530000,0.55308139,117.8270016,-38.43,0.7567,17.993345,1.646031,,,,,
NGC_2477,5538511584066570000,0.55307502,117.8036994,-38.37,0.6785,16.931602,1.316376,,,,,
NGC_2477,5538882424420090000,0.55298191,117.9748237,-38.43,0.7696,17.497309,1.577972,,,,,
NGC_2477,5538876686344050000,0.55287972,118.3429758,-38.34,0.6789,17.992668,1.711286,,,,,
NGC_2477,5538879130186660000,0.55245382,118.1935668,-38.28,0.7377,15.484073,1.178854,,,,,
NGC_2477,5538508590464350000,0.55228922,117.7024046,-38.53,0.7356,18.305162,1.805246,,,,,
NGC_2477,5538487944566460000,0.55192736,117.8910993,-38.76,0.6362,16.522318,1.352723,,,,,
NGC_2477,5538121910268400000,0.55039851,118.4426907,-38.51,0.662,16.43207,1.400934,,,,,
NGC_2477,5538488219444400000,0.55026117,117.9647534,-38.72,0.7114,15.54331,1.284928,,,,,
NGC_2477,5538874010585620000,0.55025167,118.3326477,-38.42,0.6979,14.514888,0.99639,,,,,
NGC_2477,5538875625493300000,0.5501961,118.3990985,-38.37,0.6568,14.312228,1.026337,,,,,
NGC_2477,5538103974490520000,0.5500283,118.5846064,-38.71,0.6829,15.356709,1.225662,,,,,
NGC_2477,5538871188785520000,0.54982712,118.1275126,-38.48,0.6586,17.168667,1.40341,,,,,
NGC_2477,5537737459161300000,0.54954801,118.1694348,-38.75,0.71,16.138233,1.439447,,,,,
NGC_2477,5538882703595890000,0.54931373,117.9446439,-38.41,0.6419,18.6095,1.875949,,,,,
NGC_2477,5538511103030340000,0.54930663,117.8120076,-38.43,0.6947,15.546752,1.056428,,,,,
NGC_2477,5538121738475290000,0.54905387,118.3933373,-38.53,0.6761,13.21628,0.954964,,,,,
NGC_2477,5538891843289650000,0.54876555,118.1614537,-38.21,0.6702,17.102783,1.554693,,,,,
NGC_2477,5538490212309240000,0.54864745,118.0363835,-38.66,0.6333,17.580957,1.54339,,,,,
NGC_2477,5538122391310270000,0.54858761,118.4275982,-38.46,0.6889,14.949361,1.082439,,,,,
NGC_2477,5538868959707190000,0.548485,118.2062054,-38.41,0.7387,17.005001,1.478932,,,,,
NGC_2477,5538107169946110000,0.54845833,118.6313712,-38.59,0.6712,14.544879,1.175549,,,,,
NGC_2477,5537733988827490000,0.54833471,118.2344857,-38.81,0.723,16.958998,1.536033,,,,,
NGC_2477,5538493678337670000,0.54819153,118.0201908,-38.59,0.7784,17.736763,1.555807,,,,,
NGC_2477,5538884868263270000,0.5473326,118.0218813,-38.33,0.7525,15.892877,1.255784,,,,,
NGC_2477,5537738558672580000,0.5470748,118.1271927,-38.71,0.6854,14.449951,1.066553,,,,,
NGC_2477,5538891224814380000,0.5466812,118.1405496,-38.24,0.6835,13.257298,1.0030755,,,,,
NGC_2477,5538884833903320000,0.54639311,118.0535154,-38.32,0.6909,15.318336,1.140121,,,,,
NGC_2477,5538883180337260000,0.54578637,118.003959,-38.37,0.7574,19.182953,2.338676,,,,,
NGC_2477,5538491273155580000,0.54534701,117.8587444,-38.69,0.6323,17.471327,1.536486,,,,,
NGC_2477,5538887097344920000,0.54517376,117.8639231,-38.31,0.6835,16.96444,1.390804,,,,,
NGC_2477,5538493991880570000,0.54443481,117.9821381,-38.56,0.7137,18.023415,1.613508,,,,,
NGC_2477,5538873284730040000,0.54435346,118.1378809,-38.32,0.7449,18.758162,1.95564,,,,,
NGC_2477,5538872326958570000,0.54413172,118.0963195,-38.42,0.7103,14.555917,1.018796,,,,,
NGC_2477,5538885344998300000,0.54406888,118.076368,-38.29,0.6538,17.113226,1.536708,,,,,
NGC_2477,5538113801375860000,0.5440268,118.1948455,-38.68,0.6652,15.390481,1.1233485,,,,,
NGC_2477,5538490487187120000,0.54387428,118.0165182,-38.65,0.7127,12.020397,0.869049,,,,,
NGC_2477,5538493407764820000,0.5438524,117.9560133,-38.61,0.6453,16.863916,1.517435,,,,,
NGC_2477,5538885864695260000,0.54380159,117.9734665,-38.28,0.6742,15.397068,1.154965,,,,,
NGC_2477,5538865656867540000,0.54347038,118.1686792,-38.55,0.6581,18.281128,1.796946,,,,,
NGC_2477,5538122563109020000,0.54337855,118.3634684,-38.51,0.7043,17.053808,1.487059,,,,,
NGC_2477,5538498901019520000,0.54330515,117.6609242,-38.66,0.6819,19.520819,1.872862,,,,,
NGC_2477,5538870913907660000,0.54300063,118.0149955,-38.47,0.6991,16.900608,1.371719,,,,,
NGC_2477,5538882458779780000,0.54255432,117.9314777,-38.45,0.6265,17.049381,1.414437,,,,,
NGC_2477,5538869234582320000,0.54229111,118.0669135,-38.53,0.6773,12.025831,0.839038,,,,,
NGC_2477,5538867104278320000,0.54227094,118.2025653,-38.54,0.6931,17.22904,1.593784,,,,,
NGC_2477,5538883764450090000,0.54196895,117.8917212,-38.37,0.7182,14.794167,1.039028,,,,,
NGC_2477,5538502203857620000,0.54191234,117.5995229,-38.61,0.6718,14.018751,0.796116,,,,,
NGC_2477,5537736737606510000,0.54190687,118.1539959,-38.81,0.658,14.956625,1.133795,,,,,
NGC_2477,5538488421297230000,0.54187594,117.9450245,-38.71,0.6073,16.915922,1.50285,,,,,
NGC_2477,5538884181068100000,0.5416331,117.9105948,-38.35,0.6779,17.191036,1.454413,,,,,
NGC_2477,5538870608967890000,0.54157803,117.9937458,-38.45,0.6291,19.233078,2.500734,,,,,
NGC_2477,5538934960456520000,0.54151345,117.7644352,-38.29,0.7013,12.0493765,0.661607,,,,,
NGC_2477,5538865278910350000,0.54118666,118.1844822,-38.6,0.7605,19.12497,2.19586,,,,,
NGC_2477,5538510415835060000,0.54115025,117.6798638,-38.44,0.6721,13.239386,0.662113,,,,,
NGC_2477,5538869990496390000,0.54086129,118.0908856,-38.46,0.7503,16.897366,1.56962,,,,,
NGC_2477,5538557316879610000,0.54085504,117.6558227,-38.43,0.7054,16.239742,1.247475,,,,,
NGC_2477,5538486776335430000,0.5404744,117.9463881,-38.82,0.7174,16.518934,1.3459685,,,,,
NGC_2477,5538884382925320000,0.54036254,118.0424267,-38.38,0.614,19.138517,2.033273,,,,,
NGC_2477,5538112319602340000,0.54028584,118.3482734,-38.64,0.7213,17.519066,1.929955,,,,,
NGC_2477,5538867310436730000,0.54005845,118.211937,-38.51,0.7815,17.214787,1.437283,,,,,
NGC_2477,5538871807260950000,0.54005845,118.1602411,-38.42,0.8026,18.320404,1.83254,,,,,
NGC_2477,5538885001396930000,0.53985155,118.0714883,-38.33,0.7123,13.992994,0.917929,,,,,
NGC_2477,5538869539521100000,0.5397667,118.0787615,-38.53,0.7114,12.022061,1.299633,,,,,
NGC_2477,5538866618940250000,0.5397589,118.1053102,-38.52,0.7975,18.050411,1.67861,,,,,
NGC_2477,5538114041894030000,0.53898781,118.1682557,-38.66,0.6683,14.649656,0.956208,,,,,
NGC_2477,5538109300249750000,0.53873192,118.247519,-38.79,0.7424,17.101076,1.547888,,,,,
NGC_2477,5538492308253130000,0.53871936,117.8285527,-38.66,0.6643,13.746646,0.863636,,,,,
NGC_2477,5538868199488260000,0.53857705,118.1680055,-38.49,0.7212,18.00735,1.658086,,,,,
NGC_2477,5538493201606400000,0.53855981,117.9698477,-38.62,0.7569,16.994905,1.389789,,,,,
NGC_2477,5538504952637190000,0.53846286,117.8210983,-38.57,0.6977,16.47918,1.235867,,,,,
NGC_2477,5538939534608480000,0.53836623,117.7190612,-38.16,0.6595,14.976516,1.057892,,,,,
NGC_2477,5538113938809720000,0.53777755,118.1567235,-38.68,0.7287,19.545702,1.957674,,,,,
NGC_2477,5538490590266320000,0.53760547,118.0203836,-38.63,0.689,15.519254,1.067168,,,,,
NGC_2477,5538884387222650000,0.53745364,118.0310277,-38.39,0.6715,17.760828,1.599197,,,,,
NGC_2477,5538871498019770000,0.53710703,118.1189577,-38.44,0.6745,13.128572,0.834981,,,,,
NGC_2477,5538865832968130000,0.53704147,118.0961836,-38.6,0.6326,16.250803,1.211342,,,,,
NGC_2477,5538887994999080000,0.53668372,117.8112935,-38.3,0.6832,13.746354,0.806957,,,,,
NGC_2477,5538101466229580000,0.53663911,118.6378461,-38.7,0.6862,17.14687,1.549532,,,,,
NGC_2477,5538105486318990000,0.5362059,118.564481,-38.64,0.6951,17.61313,1.716129,,,,,
NGC_2477,5538882875398320000,0.53608326,118.0137252,-38.41,0.6511,16.154783,1.221927,,,,,
NGC_2477,5538504505960230000,0.535965,117.8174928,-38.63,0.7475,14.818546,1.118179,,,,,
NGC_2477,5538870020554460000,0.53565585,118.0744809,-38.46,0.6874,16.210934,1.237943,,,,,
NGC_2477,5538115721216640000,0.53490862,118.3516724,-38.56,0.6991,14.216034,1.012081,,,,,
NGC_2477,5538505330593870000,0.53490214,117.7084909,-38.6,0.6525,15.120055,1.098965,,,,,
NGC_2477,5538492338307530000,0.53488941,117.8057168,-38.66,0.7072,18.014746,1.648565,,,,,
NGC_2477,5538883180334510000,0.53475906,117.9963564,-38.37,0.7519,18.111898,1.788719,,,,,
NGC_2477,5538492819344040000,0.53472497,117.8663772,-38.62,0.6721,17.675787,1.564037,,,,,
NGC_2477,5538487562308010000,0.53451327,117.9017637,-38.79,0.7618,19.441755,2.328381,,,,,
NGC_2477,5538872361315290000,0.53435421,118.0646393,-38.42,0.607,17.625128,1.480989,,,,,
NGC_2477,5538490452827500000,0.53430639,118.0599053,-38.62,0.7223,12.050068,1.475408,,,,,
NGC_2477,5538116137838030000,0.53427988,118.2512034,-38.59,0.7521,18.374119,1.871053,,,,,
NGC_2477,5538871296166410000,0.53403489,118.1253447,-38.45,0.7814,17.660736,1.563209,,,,,
NGC_2477,5538936717109900000,0.53387843,117.7777945,-38.17,0.6829,14.225174,0.8569905,,,,,
NGC_2477,5538509277659400000,0.5338023,117.7122635,-38.48,0.716,20.089655,1.755506,,,,,
NGC_2477,5538867172997800000,0.53350212,118.1916009,-38.53,0.6611,13.01443,0.760663,,,,,
NGC_2477,5538552025480110000,0.53338875,117.5381562,-38.43,0.6987,15.91751,1.103233,,,,,
NGC_2477,5538866344069880000,0.53332975,118.1227024,-38.55,0.7699,12.308266,0.7399575,,,,,
NGC_2477,5538113526497920000,0.5333024,118.2717917,-38.65,0.6609,16.213232,1.459789,,,,,
NGC_2477,5538866962537600000,0.53315947,118.2468024,-38.54,0.6175,18.177708,1.698358,,,,,
NGC_2477,5538867207357520000,0.53311167,118.2150555,-38.52,0.6316,16.99776,1.384552,,,,,
NGC_2477,5538509007086330000,0.53309549,117.730572,-38.5,0.6423,15.760143,1.103834,,,,,
NGC_2477,5538870334090030000,0.53284707,118.0128575,-38.49,0.6206,19.529875,2.678249,,,,,
NGC_2477,5538561886724970000,0.53221312,117.5641347,-38.31,0.7025,13.478254,0.668601,,,,,
NGC_2477,5538881741526500000,0.5321333,118.2998345,-38.17,0.6985,15.205746,1.12017,,,,,
NGC_2477,5538122185152100000,0.53199382,118.4292997,-38.49,0.73,15.803749,1.260335,,,,,
NGC_2477,5538111877230440000,0.53193196,118.361946,-38.65,0.7172,17.77356,1.781313,,,,,
NGC_2477,5538870299734140000,0.53190061,118.0005984,-38.48,0.7635,17.763725,1.54509,,,,,
NGC_2477,5538494026236080000,0.53176582,117.9978756,-38.56,0.7814,18.508831,1.827291,,,,,
NGC_2477,5538503028493560000,0.53162868,117.5795601,-38.59,0.6907,17.563196,1.462139,,,,,
NGC_2477,5538095865592080000,0.53158526,118.4154796,-38.86,0.6712,13.897515,0.969264,,,,,
