Cluster Name,Gaia DR3 Name,Membership Probability,Right Ascension (deg),Declination (deg),parallax (milli-arcseconds),GAIA g apparent mag,GAIA colour bp - rp,,,,,
NGC_2477,5538864733456500000,0.53157208,118.1472392,-38.66,0.7093,16.669712,1.298009,,,,,
NGC_2477,5538872838053240000,0.53152589,118.1253064,-38.38,0.7675,17.63833,1.63664,,,,,
NGC_2477,5538493613916980000,0.53137489,117.9962837,-38.6,0.7553,14.371386,0.89253,,,,,
NGC_2477,5538885177500650000,0.53136493,118.1025132,-38.28,0.6824,15.209829,1.158375,,,,,
NGC_2477,5538872601832270000,0.53130646,118.0711289,-38.39,0.7474,18.20845,1.769009,,,,,
NGC_2477,5538507112995880000,0.53121708,117.9031886,-38.48,0.8046,17.929247,1.767432,,,,,
NGC_2477,5538869092844500000,0.53121708,118.0360409,-38.54,0.809,18.320404,1.794581,,,,,
NGC_2477,5538494743489720000,0.53121708,117.97149,-38.54,0.7825,17.624178,1.497656,,,,,
NGC_2477,5537732541415910000,0.53110946,118.2294494,-38.89,0.6686,16.26861,1.333437,,,,,
NGC_2477,5538872563175230000,0.53101218,118.0592331,-38.41,0.7546,17.338795,1.481216,,,,,
NGC_2477,5538878129453050000,0.53098888,118.1808029,-38.35,0.6727,18.541538,1.936281,,,,,
NGC_2477,5538883214694250000,0.53090526,117.9819941,-38.37,0.6353,17.236252,1.493172,,,,,
NGC_2477,5538870712053770000,0.53081906,118.024296,-38.47,0.7573,18.06672,1.696819,,,,,
NGC_2477,5538501924674630000,0.53081279,117.6320855,-38.64,0.6995,18.10111,1.995935,,,,,
NGC_2477,5538882669239980000,0.5306689,117.939172,-38.43,0.7988,17.048409,1.433415,,,,,
NGC_2477,5538867516595110000,0.53064116,118.2920187,-38.5,0.688,16.124813,1.246422,,,,,
NGC_2477,5538487184349020000,0.53052991,117.9791188,-38.79,0.7368,12.365332,1.106277,,,,,
NGC_2477,5538490139284290000,0.53037322,117.9860982,-38.66,0.7414,18.995321,2.041054,,,,,
NGC_2477,5538892629261840000,0.53023187,118.1182495,-38.2,0.6615,18.479923,1.843784,,,,,
NGC_2477,5538865141471390000,0.53016565,118.1613119,-38.62,0.7866,18.574997,1.836623,,,,,
NGC_2477,5538507460898080000,0.53015092,117.8248928,-38.48,0.7337,16.935974,1.315199,,,,,
NGC_2477,5538122872346650000,0.53006178,118.350509,-38.46,0.72,15.941536,1.2312235,,,,,
NGC_2477,5538884490305960000,0.52967043,118.0429018,-38.36,0.6273,15.85254,1.222564,,,,,
NGC_2477,5538504986996510000,0.52964657,117.8006993,-38.56,0.7483,13.086428,0.6680005,,,,,
NGC_2477,5538882394362060000,0.52921697,117.9653121,-38.45,0.703,17.376093,1.496044,,,,,
NGC_2477,5538494816516210000,0.52900738,117.9550319,-38.54,0.8073,11.900023,1.41243,,,,,
NGC_2477,5538485161427600000,0.52896922,117.8283302,-38.75,0.738,12.339968,1.6063105,,,,,
NGC_2477,5537731858523690000,0.52868732,118.1184532,-38.91,0.661,13.415372,0.702641,,,,,
NGC_2477,5537718904902480000,0.52856248,118.2949479,-39.05,0.6913,14.406436,0.99978,,,,,
NGC_2477,5537720691608830000,0.5285445,118.313498,-38.93,0.6714,15.648296,1.23897,,,,,
NGC_2477,5538113767015730000,0.52810227,118.1886457,-38.7,0.6941,17.402756,1.491272,,,,,
NGC_2477,5538885040061720000,0.52804323,118.0808395,-38.31,0.7409,16.746693,1.368283,,,,,
NGC_2477,5538867825835830000,0.52801137,118.2474643,-38.46,0.6504,15.246957,1.135728,,,,,
NGC_2477,5538118195117700000,0.52790389,118.465403,-38.59,0.6869,17.001787,1.675004,,,,,
NGC_2477,5538105074002350000,0.52789793,118.5380924,-38.67,0.6769,14.463519,1.144032,,,,,
NGC_2477,5538485161427610000,0.52746809,117.8274168,-38.76,0.6952,14.682925,1.055033,,,,,
NGC_2477,5538491414900000000,0.52739652,117.9051436,-38.68,0.7157,16.581676,1.336185,,,,,
NGC_2477,5537732683157980000,0.52735764,118.2757281,-38.9,0.7063,18.493767,1.896352,,,,,
NGC_2477,5537735771230830000,0.52729026,117.9750637,-38.85,0.7097,16.084595,1.202466,,,,,
NGC_2477,5537724299381300000,0.52710848,118.0966559,-39.05,0.6822,14.240084,0.892785,,,,,
NGC_2477,5537734190679770000,0.5269273,118.2275327,-38.81,0.6177,18.83737,2.108345,,,,,
NGC_2477,5538118027623560000,0.52688787,118.4335483,-38.63,0.722,16.223679,1.36136,,,,,
NGC_2477,5538104627325540000,0.52688787,118.5765806,-38.69,0.7005,17.179035,1.648877,,,,,
NGC_2477,5538867993329820000,0.52664191,118.1781,-38.5,0.6331,17.31089,1.483987,,,,,
NGC_2477,5538116820728320000,0.52652254,118.3083135,-38.52,0.7631,18.149427,1.710205,,,,,
NGC_2477,5538887926279600000,0.52638639,117.8337042,-38.29,0.7187,16.000269,1.205113,,,,,
NGC_2477,5538113079821340000,0.52621471,118.2625973,-38.72,0.7549,16.76389,1.387564,,,,,
NGC_2477,5538869848752340000,0.52617359,118.0663243,-38.49,0.6964,12.66901,0.728206,,,,,
NGC_2477,5538865523726340000,0.5261347,118.1481416,-38.57,0.7851,18.54621,1.993467,,,,,
NGC_2477,5538872533116980000,0.52568114,118.1028654,-38.39,0.6125,17.236692,1.520521,,,,,
NGC_2477,5538505188855070000,0.52558646,117.7542745,-38.6,0.6896,18.265175,1.759691,,,,,
NGC_2477,5538511824584750000,0.52546566,117.7635088,-38.39,0.7033,15.5834,1.047284,,,,,
NGC_2477,5538884696464410000,0.52546552,118.0155769,-38.35,0.7862,13.1554165,0.922984,,,,,
NGC_2477,5538885379358070000,0.52532629,118.0928706,-38.29,0.6287,17.56131,1.584242,,,,,
NGC_2477,5538489250236630000,0.52526842,118.1030485,-38.7,0.7644,15.126849,1.117213,,,,,
NGC_2477,5538497668372250000,0.52513684,117.681088,-38.73,0.6678,14.264422,0.893743,,,,,
NGC_2477,5538115862960120000,0.52482211,118.2720207,-38.61,0.7633,12.699836,1.684423,,,,,
NGC_2477,5538114935247170000,0.52450895,118.3127795,-38.64,0.6792,15.1389,1.29149,,,,,
NGC_2477,5538868203789960000,0.52447134,118.1547628,-38.49,0.6576,13.027491,0.74019,,,,,
NGC_2477,5538506533184750000,0.52432133,117.8421242,-38.53,0.7095,14.6977215,0.964404,,,,,
NGC_2477,5538882256920700000,0.52413497,117.9460916,-38.47,0.7541,19.45774,2.169229,,,,,
NGC_2477,5538884073687820000,0.52388537,117.9746894,-38.34,0.765,18.32902,1.759382,,,,,
NGC_2477,5538865347629850000,0.52375683,118.1738331,-38.58,0.767,18.857334,1.986915,,,,,
NGC_2477,5538109884365670000,0.52368282,118.2942631,-38.74,0.7675,16.575495,1.47015,,,,,
NGC_2477,5538495778586660000,0.5236413,117.6346041,-38.81,0.6688,16.074327,1.314389,,,,,
NGC_2477,5538873456528270000,0.52363535,118.2915404,-38.47,0.7206,18.733562,1.993215,,,,,
NGC_2477,5538486776335430000,0.523598,117.9502291,-38.81,0.6781,14.376799,0.927164,,,,,
NGC_2477,5538104902203490000,0.52359274,118.5070668,-38.7,0.6999,13.421273,1.017784,,,,,
NGC_2477,5538935651958000000,0.52349274,117.8445987,-38.22,0.6678,17.177588,1.413601,,,,,
NGC_2477,5538122734907720000,0.52324488,118.3310782,-38.48,0.633,16.332375,1.332688,,,,,
NGC_2477,5538869573874440000,0.52316823,118.0910637,-38.52,0.7157,14.436406,0.816527,,,,,
NGC_2477,5538487738408030000,0.52305955,117.8747482,-38.79,0.6523,15.697599,1.157707,,,,,
NGC_2477,5538123177279030000,0.52294854,118.3965631,-38.44,0.7142,12.479469,0.925954,,,,,
NGC_2477,5538868096409040000,0.52291313,118.1816128,-38.5,0.7768,17.40984,1.510245,,,,,
NGC_2477,5538504364216100000,0.52254029,117.7749488,-38.62,0.6532,18.30764,1.87447,,,,,
NGC_2477,5538879950518300000,0.52252444,118.2110238,-38.22,0.7001,17.822485,1.708768,,,,,
NGC_2477,5538868169430230000,0.52249858,118.1516709,-38.51,0.7056,17.507019,1.510908,,,,,
NGC_2477,5537736561507850000,0.52243742,118.1082757,-38.85,0.6563,17.92997,1.875433,,,,,
NGC_2477,5538494782150320000,0.52236757,117.9887142,-38.54,0.6264,19.74911,2.223905,,,,,
NGC_2477,5538871227446940000,0.52226244,118.1328734,-38.47,0.6976,14.450429,0.9661375,,,,,
NGC_2477,5538508045013580000,0.52200066,117.8829485,-38.43,0.6592,19.074787,2.019284,,,,,
NGC_2477,5538869990496400000,0.52190662,118.0854582,-38.47,0.6777,15.006313,1.018678,,,,,
NGC_2477,5538098202054520000,0.52163373,118.5167449,-38.74,0.7079,15.807597,1.2903745,,,,,
NGC_2477,5538882390060330000,0.52156752,117.964827,-38.44,0.6853,19.067732,2.163185,,,,,
NGC_2477,5538494984009580000,0.52151442,117.92221,-38.53,0.6784,15.958637,1.145015,,,,,
NGC_2477,5538871674123530000,0.52140264,118.1100682,-38.42,0.6197,16.688765,1.396999,,,,,
NGC_2477,5538498080689140000,0.52138809,117.7601751,-38.68,0.6879,13.821911,0.894044,,,,,
NGC_2477,5538870261072580000,0.52124298,118.029099,-38.48,0.6057,19.224737,2.037338,,,,,
NGC_2477,5538867993326470000,0.5211716,118.165527,-38.5,0.7065,12.282753,0.9590205,,,,,
NGC_2477,5538936339152840000,0.52076825,117.7089449,-38.21,0.6591,15.419142,1.0407955,,,,,
NGC_2477,5538869608240580000,0.5206817,118.0710587,-38.51,0.5978,18.72531,2.069799,,,,,
NGC_2477,5538100435437670000,0.52031817,118.6059177,-38.81,0.6907,14.361705,1.037308,,,,,
NGC_2477,5538864866594900000,0.52020151,118.1023336,-38.65,0.7031,12.315402,0.842092,,,,,
NGC_2477,5538494713435100000,0.52002375,117.9478571,-38.55,0.8247,18.128235,1.896077,,,,,
NGC_2477,5538887307804280000,0.52001911,117.933092,-38.3,0.7186,15.828706,1.237755,,,,,
NGC_2477,5538868233844630000,0.51996913,118.1370369,-38.49,0.6935,12.592129,0.956963,,,,,
NGC_2477,5538866588878340000,0.51982527,118.0929032,-38.53,0.72,18.65061,1.926701,,,,,
NGC_2477,5538109364664410000,0.51976455,118.269778,-38.79,0.7306,17.724604,1.748193,,,,,
NGC_2477,5538119127135100000,0.51973459,118.5546899,-38.58,0.7199,16.838669,1.543821,,,,,
NGC_2477,5538872567476770000,0.51971843,118.059407,-38.42,0.7368,15.238509,1.089136,,,,,
NGC_2477,5537730484134220000,0.5195456,118.1767081,-39,0.6995,15.155011,1.129821,,,,,
NGC_2477,5538507525312620000,0.51954518,117.7963424,-38.5,0.6686,17.37368,1.504839,,,,,
NGC_2477,5538494060600120000,0.51899999,117.9118546,-38.62,0.7444,16.921494,1.329598,,,,,
NGC_2477,5538891117434460000,0.5189952,118.145808,-38.27,0.6778,18.08178,1.800157,,,,,
NGC_2477,5538114312467160000,0.51876875,118.2354405,-38.64,0.6227,16.728045,1.463649,,,,,
NGC_2477,5538124899571150000,0.51830882,118.4136219,-38.41,0.6734,16.485315,1.292658,,,,,
NGC_2477,5538882325642640000,0.51829639,117.9765417,-38.46,0.7782,17.649841,1.632526,,,,,
NGC_2477,5538889846120170000,0.51820482,117.989931,-38.17,0.6671,15.000673,1.240674,,,,,
NGC_2477,5538557282521320000,0.51802648,117.6378103,-38.43,0.7282,15.269527,0.957258,,,,,
NGC_2477,5538558175873010000,0.51783644,117.5222668,-38.4,0.6874,14.058755,0.793973,,,,,
NGC_2477,5538116202252920000,0.51746501,118.2360194,-38.58,0.6147,18.873547,2.05889,,,,,
NGC_2477,5538873323390920000,0.51726394,118.1115743,-38.32,0.7356,17.515059,1.557348,,,,,
NGC_2477,5538869028423830000,0.51726344,118.050982,-38.56,0.798,16.275436,1.196548,,,,,
NGC_2477,5538868749244170000,0.51726252,118.2028168,-38.45,0.6104,18.67923,1.996075,,,,,
NGC_2477,5538881191770720000,0.51723181,118.2577304,-38.21,0.7093,13.35059,1.0009615,,,,,
NGC_2477,5538123250298280000,0.51720954,118.3667013,-38.46,0.678,18.840242,1.568975,,,,,
NGC_2477,5538869097143300000,0.51715401,118.0466942,-38.55,0.7261,13.010405,0.777023,,,,,
NGC_2477,5537738451287320000,0.51714136,118.1093345,-38.73,0.6196,16.516403,1.41901,,,,,
NGC_2477,5537720932126970000,0.51701629,118.2821092,-38.91,0.6924,15.337808,1.2435055,,,,,
NGC_2477,5538874796558270000,0.51698445,118.2442221,-38.4,0.7476,17.865164,1.705469,,,,,
NGC_2477,5538114591649820000,0.51696539,118.2150428,-38.62,0.7265,16.975798,1.45638,,,,,
NGC_2477,5538869475097280000,0.51691318,118.0178774,-38.52,0.8085,18.753191,1.476321,,,,,
NGC_2477,5538559309744540000,0.5168892,117.6704981,-38.34,0.6752,15.972924,1.1044445,,,,,
NGC_2477,5538494571691020000,0.51683189,117.9068488,-38.55,0.648,15.301984,1.031504,,,,,
NGC_2477,5538490315388440000,0.51683189,118.0348689,-38.64,0.6309,15.27432,1.189692,,,,,
NGC_2477,5538113835730490000,0.51679364,118.1735998,-38.69,0.651,20.126123,-0.100775,,,,,
NGC_2477,5538098820529840000,0.51674638,118.479612,-38.76,0.7111,17.16239,1.544996,,,,,
NGC_2477,5538888819632760000,0.51656153,117.962077,-38.28,0.6493,17.284693,1.521137,,,,,
NGC_2477,5538869784337970000,0.51650067,118.09761,-38.48,0.692,15.138773,1.035649,,,,,
NGC_2477,5538883906186690000,0.5162387,117.9328105,-38.37,0.6494,20.181196,2.047001,,,,,
NGC_2477,5538493747062220000,0.51582775,118.0186059,-38.57,0.7832,17.79275,1.80313,,,,,
NGC_2477,5538873868845240000,0.51580286,118.2938296,-38.43,0.7508,18.967268,2.058771,,,,,
NGC_2477,5538490414162270000,0.51515617,118.0418696,-38.64,0.6887,17.069584,1.381218,,,,,
NGC_2477,5538115588082170000,0.51442603,118.3315115,-38.59,0.679,15.370127,1.2323985,,,,,
NGC_2477,5538486054780750000,0.51430873,117.7955523,-38.71,0.669,13.561138,0.858668,,,,,
NGC_2477,5538122563109010000,0.51422919,118.366554,-38.5,0.6484,15.72597,1.266692,,,,,
NGC_2477,5538867203055780000,0.51418545,118.2132402,-38.53,0.61,17.489426,1.506098,,,,,
NGC_2477,5538885795975780000,0.51414513,117.9796527,-38.31,0.6826,17.273705,1.555394,,,,,
NGC_2477,5537728250751140000,0.51395963,117.9958259,-39.01,0.6565,16.012861,1.216937,,,,,
NGC_2477,5538885104480130000,0.51386523,118.1098674,-38.3,0.6543,18.816975,2.05529,,,,,
NGC_2477,5538550990381680000,0.51375257,117.5366084,-38.5,0.6782,18.069342,1.642403,,,,,
NGC_2477,5538888372956180000,0.51338811,117.8824635,-38.27,0.6991,15.570596,1.127563,,,,,
NGC_2477,5538114140668430000,0.51336386,118.1659935,-38.65,0.7826,18.398376,1.78348,,,,,
NGC_2477,5538884524661500000,0.51315355,118.0561241,-38.37,0.6926,16.861895,1.228645,,,,,
NGC_2477,5538492819349260000,0.51292459,117.8541416,-38.62,0.6531,18.986834,1.987329,,,,,
NGC_2477,5537737253002870000,0.51285321,118.1814238,-38.78,0.7095,13.933367,1.07917,,,,,
NGC_2477,5538867752811690000,0.51268313,118.2627888,-38.48,0.7627,17.298124,1.468555,,,,,
NGC_2477,5538113350394320000,0.51246467,118.2291566,-38.7,0.6827,18.816154,2.045971,,,,,
NGC_2477,5538113011101880000,0.51226835,118.2022595,-38.7,0.7503,13.7420845,0.994891,,,,,
NGC_2477,5538507495257820000,0.51208801,117.8372138,-38.49,0.6427,15.267577,1.174667,,,,,
NGC_2477,5538500623309650000,0.51197,117.5579672,-38.64,0.6942,14.754964,0.961453,,,,,
NGC_2477,5538870127935470000,0.5119233,118.001143,-38.52,0.604,16.43493,1.3601885,,,,,
NGC_2477,5538872430037780000,0.5119233,118.104977,-38.42,0.5922,17.255388,1.55538,,,,,
NGC_2477,5538507971989540000,0.51187994,117.8971975,-38.44,0.6351,15.690816,1.153084,,,,,
NGC_2477,5538111396194070000,0.5117409,118.4352223,-38.65,0.6823,14.146494,1.033155,,,,,
NGC_2477,5537717388770280000,0.51162319,118.2779852,-39.09,0.6868,15.338451,1.146902,,,,,
NGC_2477,5537729178463980000,0.51154934,117.8839207,-38.95,0.716,15.404348,1.362999,,,,,
NGC_2477,5537738249435290000,0.51149696,118.1266391,-38.74,0.6905,14.617853,1.135982,,,,,
NGC_2477,5538865832968130000,0.5114352,118.1028224,-38.61,0.7342,11.9040985,1.2839715,,,,,
NGC_2477,5538487257371750000,0.51130417,117.9595461,-38.77,0.7041,15.993019,1.247172,,,,,
NGC_2477,5538494296812990000,0.5112418,117.9294289,-38.57,0.8157,17.678013,1.526703,,,,,
NGC_2477,5538111048291870000,0.51121529,118.4684501,-38.69,0.7445,17.350754,1.65102,,,,,
NGC_2477,5538489559474240000,0.51113483,118.0883477,-38.66,0.6161,15.533988,1.2010425,,,,,
NGC_2477,5538115343259400000,0.51106294,118.3344107,-38.61,0.6439,15.930211,1.300124,,,,,
NGC_2477,5538486978192390000,0.51103756,117.9740937,-38.8,0.6621,17.88341,1.681633,,,,,
NGC_2477,5538511442323340000,0.51102905,117.789847,-38.39,0.7355,18.272312,1.743679,,,,,
NGC_2477,5537738176415580000,0.51067431,118.1305685,-38.75,0.6722,19.096443,2.087812,,,,,
NGC_2477,5538503505222990000,0.51056026,117.6022865,-38.55,0.6467,18.785543,2.004178,,,,,
NGC_2477,5538503303369210000,0.51037442,117.562377,-38.56,0.681,14.583434,0.971647,,,,,
NGC_2477,5538506979861720000,0.50984826,117.883351,-38.51,0.7187,15.645368,1.131652,,,,,
NGC_2477,5538121802890400000,0.50975984,118.3816231,-38.51,0.7568,17.440676,1.62615,,,,,
NGC_2477,5538493751362400000,0.5096534,118.0106897,-38.57,0.7821,17.606752,1.487924,,,,,
NGC_2477,5538870776468700000,0.50965211,118.0611432,-38.46,0.7689,19.07322,2.325592,,,,,
NGC_2477,5538866481501290000,0.50951077,118.145798,-38.52,0.7376,18.245832,1.791124,,,,,
NGC_2477,5538114351131650000,0.50946242,118.2478725,-38.64,0.7021,15.5042095,1.306263,,,,,
NGC_2477,5537720279291940000,0.50943091,118.2256821,-38.98,0.7101,16.421162,1.3129285,,,,,
NGC_2477,5538890571979390000,0.50921527,117.9681674,-38.17,0.6863,13.075726,1.026466,,,,,
NGC_2477,5538489044078160000,0.50901652,118.0262452,-38.71,0.6478,17.995432,1.6522,,,,,
NGC_2477,5538115553722440000,0.5085693,118.3177672,-38.6,0.6349,17.061483,1.510796,,,,,
NGC_2477,5538494919593530000,0.5083822,117.9445225,-38.54,0.6582,15.154225,1.006892,,,,,
NGC_2477,5538491346180540000,0.50816674,117.916995,-38.7,0.6692,14.16599,0.9854415,,,,,
NGC_2477,5538098889249310000,0.50804428,118.4798135,-38.75,0.674,14.088056,1.085666,,,,,
NGC_2477,5538935682013980000,0.5079273,117.8504086,-38.2,0.7143,18.170479,1.743166,,,,,
NGC_2477,5538507873214920000,0.50766043,117.849327,-38.47,0.6689,15.629039,1.121187,,,,,
NGC_2477,5538882806678870000,0.50758265,117.987586,-38.42,0.6869,13.74829,0.906041,,,,,
NGC_2477,5538115755576340000,0.50722063,118.3330861,-38.57,0.692,18.522877,1.866358,,,,,
NGC_2477,5538119230214290000,0.50706968,118.5687183,-38.55,0.6616,17.071917,1.631108,,,,,
NGC_2477,5538869956136840000,0.50703798,118.0796644,-38.47,0.6053,16.429838,1.342036,,,,,
NGC_2477,5538110640281830000,0.50676647,118.3856842,-38.73,0.6453,19.422796,2.478559,,,,,
NGC_2477,5537731373184160000,0.50676161,118.0581595,-38.96,0.7111,18.962294,2.040199,,,,,
NGC_2477,5538866687659720000,0.50666819,118.1365982,-38.53,0.5908,18.66286,2.00275,,,,,
NGC_2477,5538484611673930000,0.50654005,117.7811187,-38.81,0.6635,14.136322,0.881594,,,,,
NGC_2477,5538121528012440000,0.50625647,118.4031773,-38.54,0.7396,17.9193,1.716057,,,,,
NGC_2477,5538869298999810000,0.50623253,118.0245427,-38.54,0.7499,18.100124,1.693978,,,,,
NGC_2477,5537727834131700000,0.50617928,117.9718086,-39.02,0.668,19.23256,1.982395,,,,,
NGC_2477,5538489005412820000,0.50592848,118.045341,-38.7,0.6645,18.912308,2.036807,,,,,
NGC_2477,5538091742423500000,0.50568019,118.4389016,-38.98,0.687,17.156635,1.390012,,,,,
NGC_2477,5538892049448070000,0.50555083,118.1625548,-38.17,0.6926,14.240743,1.0729365,,,,,
NGC_2477,5538871536684600000,0.50552176,118.0943368,-38.44,0.7028,14.703814,1.02239,,,,,
NGC_2477,5538103665252750000,0.50546963,118.7277475,-38.62,0.701,17.345676,1.595587,,,,,
NGC_2477,5538489039772550000,0.50545153,118.0200222,-38.7,0.7792,18.991692,1.959471,,,,,
NGC_2477,5538494060593220000,0.50533837,117.8998938,-38.63,0.7659,18.954708,2.171725,,,,,
NGC_2477,5538507838855180000,0.50507769,117.8669974,-38.47,0.6293,13.229771,0.874765,,,,,
NGC_2477,5537732030322650000,0.50486498,118.1211564,-38.9,0.6896,13.769888,0.788855,,,,,
NGC_2477,5538871090008040000,0.50479988,118.048759,-38.43,0.7135,18.03812,1.702372,,,,,
NGC_2477,5538486364018590000,0.5047312,117.950074,-38.85,0.6995,14.728829,0.965925,,,,,
NGC_2477,5538867684092180000,0.50453344,118.2249289,-38.49,0.718,18.290188,1.859766,,,,,
NGC_2477,5538491414900000000,0.504448,117.8964973,-38.69,0.6627,15.452855,1.134891,,,,,
NGC_2477,5538504643399180000,0.50438361,117.8423142,-38.59,0.7284,17.494831,1.655638,,,,,
NGC_2477,5538879095822460000,0.50405139,118.183164,-38.3,0.6042,18.368624,1.770778,,,,,
NGC_2477,5538506838117820000,0.50400213,117.9343445,-38.51,0.5883,17.591978,1.538943,,,,,
NGC_2477,5538130225331580000,0.50389542,118.7398191,-38.55,0.6766,14.994317,1.245783,,,,,
NGC_2477,5538124723467260000,0.503681,118.4277435,-38.41,0.6534,13.230939,0.8281855,,,,,
NGC_2477,5538869475100410000,0.50364173,118.0313005,-38.51,0.7139,15.943212,1.170843,,,,,
NGC_2477,5538869127204240000,0.50355242,118.0608719,-38.56,0.7567,14.759742,0.984858,,,,,
NGC_2477,5538099262901140000,0.5034756,118.4569327,-38.7,0.6989,13.095503,1.276923,,,,,
NGC_2477,5538869578179560000,0.50319904,118.0945667,-38.51,0.7541,14.30807,0.895341,,,,,
NGC_2477,5538869608240580000,0.50310195,118.0686293,-38.51,0.7848,18.241611,1.762724,,,,,
NGC_2477,5538882355700560000,0.50310195,117.9796874,-38.45,0.7962,17.99575,1.703289,,,,,
NGC_2477,5537731514926300000,0.50306888,118.0886606,-38.94,0.7536,17.561941,1.554632,,,,,
NGC_2477,5538486016120090000,0.50305999,117.7828448,-38.73,0.6622,17.624777,1.717597,,,,,
NGC_2477,5538869028423830000,0.50258823,118.0515317,-38.56,0.6296,15.802858,1.083521,,,,,
NGC_2477,5538492617491120000,0.50258823,117.8768418,-38.63,0.6137,15.74125,1.144272,,,,,
NGC_2477,5538869646899050000,0.50251883,118.0813532,-38.51,0.7654,16.116053,1.165899,,,,,
NGC_2477,5538866962534330000,0.50249006,118.24945,-38.54,0.6023,13.533464,0.789275,,,,,
NGC_2477,5538884249787870000,0.50236867,117.9528847,-38.34,0.7999,16.142601,1.27815,,,,,
NGC_2477,5537666918616880000,0.50212386,118.5473613,-39.15,0.6995,14.412598,0.798446,,,,,
NGC_2477,5537729964434660000,0.50212369,118.1040879,-39.04,0.652,16.570847,1.25394,,,,,
NGC_2477,5538481519295400000,0.50206786,117.8522372,-38.84,0.7312,15.694476,1.182883,,,,,
NGC_2477,5538871326224540000,0.50197826,118.1515742,-38.46,0.7818,17.838207,1.65047,,,,,
NGC_2477,5538891461030650000,0.50188687,118.114512,-38.22,0.7051,17.971354,1.830465,,,,,
